NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,CO_ENTIDADE,TP_DEPENDENCIA,REDE,TP_LOCALIZACAO,TP_SITUACAO_FUNCIONAMENTO,IN_DESKTOP_ALUNO,QT_DESKTOP_ALUNO,IN_COMP_PORTATIL_ALUNO,QT_COMP_PORTATIL_ALUNO,IN_TABLET_ALUNO,QT_TABLET_ALUNO,IN_INTERNET,IN_INTERNET_ALUNOS,IN_INTERNET_APRENDIZAGEM,TP_REDE_LOCAL,IN_BANDA_LARGA,IN_REGULAR,QT_MAT_BAS,QT_MAT_BAS_D,QT_MAT_BAS_N,QT_DOC_BAS,QT_TUR_BAS,QT_MAT_INF,QT_MAT_INF_CRE,QT_MAT_INF_PRE,QT_MAT_FUND,QT_MAT_FUND_AI,QT_MAT_FUND_AF,QT_MAT_MED,QT_MAT_PROF,QT_MAT_PROF_TEC,QT_MAT_EJA,QT_MAT_EJA_FUND,QT_MAT_EJA_MED,QT_MAT_ESP,QT_MAT_ESP_CC,QT_MAT_ESP_CE,mat_maior_turno,maior_turno,proxy_maior_turno,TCP_DOWN_MBPS,LAST_MEASURE2,n_disp_est,est_por_disp,nivel_dispos,i_dispos,vel_est,i_conec_simet,ano,Competência,versao,base,data_quest,i_comp,soma_i,i_viab,tam_esc,in_INF,in_FUND_AI,in_FUND_AF,atend_etapas0,apoio_IEC,apoio_CIEB,assessoria_cieb0,Destinação,Vl Devido Custeio,Vl Devido Capital,Vl Devido Total,Vl Ajuste Custeio,Vl Ajuste Capital,Vl Ajuste Total,Vl Final Devido Total,Vl Pago Custeio,Vl Pago Capital,Valor Pago Total,Data Ord. Pgto,in_MED
Pará,PA,15,Pau D'Arco,1505551,15130959,3,Municipal,2,1,1,1,0,0,0,0,0,0,0,0,NA,1,26,26,0,17,2,4,0,4,22,22,0,0,0,0,0,0,0,1,1,0,26,DIURNO,26,NA,NA,1,26,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"1.560,01","890,99","2.451,00",0,0,0,"2.451,00","1.560,01","890,99","2.451,00",13/10/2021,
Pará,PA,15,Pau D'Arco,1505551,15131572,2,Estadual,1,1,1,24,0,0,0,0,0,0,0,0,NA,1,368,247,121,16,10,0,0,0,0,0,0,368,0,0,0,0,0,3,3,0,247,DIURNO,148,"53,38",2/1/22 16:22,24,"6,166666667",2,0,"0,360675676",0,2018,1,1,CIEB,NA,0,0,0,M,,,,_EM,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"3.328,00","3.328,00",0,0,0,"3.328,00",0,0,0,,EM
Pará,PA,15,Pau D'Arco,1505551,15160467,3,Municipal,2,1,0,0,0,0,0,0,0,0,0,9,NA,1,27,27,0,37,2,8,0,8,19,19,0,0,0,0,0,0,0,0,0,0,27,DIURNO,27,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Pará,PA,15,Pau D'Arco,1505551,15528294,3,Municipal,2,1,0,0,0,0,0,0,0,0,0,9,NA,1,27,27,0,2,1,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,27,DIURNO,27,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,,EF_AI,,_EF_AI,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Pará,PA,15,Pau D'Arco,1505551,15534847,3,Municipal,2,1,0,0,0,0,0,0,1,1,0,2,0,1,220,220,0,9,8,27,0,27,193,79,114,0,0,0,0,0,0,3,3,0,220,DIURNO,112,NA,NA,0,NA,1,0,NA,NA,2021,2,1,MEC,9/14/21 16:55,0,1,0,M,EI,EF_AI,EF_AF,EI_EF_AI_EF_AF_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"1.560,01","890,99","2.451,00",0,0,0,"2.451,00","1.560,01","890,99","2.451,00",13/10/2021,
Pará,PA,15,Pau D'Arco,1505551,15539580,3,Municipal,2,1,0,0,0,0,0,0,1,0,0,9,0,1,83,83,0,18,7,9,0,9,74,36,38,0,0,0,0,0,0,0,0,0,83,DIURNO,45,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,EF_AI,EF_AF,EI_EF_AI_EF_AF_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"1.560,01","890,99","2.451,00",0,0,0,"2.451,00","1.560,01","890,99","2.451,00",13/10/2021,
Pará,PA,15,Pau D'Arco,1505551,15539601,3,Municipal,1,1,1,1,1,2,0,0,1,0,0,0,1,1,249,249,0,2,10,0,0,0,249,249,0,0,0,0,0,0,0,12,12,0,249,DIURNO,129,"18,77",3/4/22 21:05,3,43,1,0,"0,145503876",0,2019,1,1,MEC,6/4/19 13:11,0,1,0,M,,EF_AI,,_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"1.540,00","1.788,00","3.328,00",0,0,0,"3.328,00","1.540,00","1.788,00","3.328,00",13/10/2021,
Pará,PA,15,Pau D'Arco,1505551,15570029,3,Municipal,2,1,0,0,0,0,0,0,0,0,0,9,NA,1,81,81,0,4,3,10,0,10,71,71,0,0,0,0,0,0,0,0,0,0,81,DIURNO,59,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Pará,PA,15,Pau D'Arco,1505551,15570185,3,Municipal,1,1,0,0,0,0,0,0,0,0,0,9,NA,1,71,71,0,5,4,71,0,71,0,0,0,0,0,0,0,0,0,0,0,0,71,DIURNO,42,NA,NA,0,NA,1,0,NA,NA,2019,1,1,MEC,5/28/19 13:14,0,0,0,P,EI,,,EI_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"1.551,00",900,"2.451,00",0,0,0,"2.451,00","1.551,00",900,"2.451,00",13/10/2021,
Pará,PA,15,Pau D'Arco,1505551,15573095,3,Municipal,1,1,0,0,0,0,0,0,1,1,1,3,1,1,815,761,54,29,25,0,0,0,690,266,424,0,0,0,125,125,0,10,10,0,761,DIURNO,399,"82,38",3/7/22 6:46,0,NA,1,0,"0,206466165",0,2019,1,1,MEC,5/24/19 11:00,0,1,0,G,,EF_AI,EF_AF,_EF_AI_EF_AF_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"1.800,02","2.091,98","3.892,00",0,0,0,"3.892,00","1.800,02","2.091,98","3.892,00",13/10/2021,
Pará,PA,15,Pau D'Arco,1505551,15585093,3,Municipal,1,1,0,0,0,0,0,0,1,0,0,9,0,1,235,235,0,16,14,235,154,81,0,0,0,0,0,0,0,0,0,0,0,0,235,DIURNO,141,NA,NA,0,NA,1,0,NA,NA,2019,1,1,MEC,5/28/19 11:37,0,1,0,M,EI,,,EI_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"1.500,01","1.827,99","3.328,00",0,0,0,"3.328,00","1.500,01","1.827,99","3.328,00",13/10/2021,
Rondonia,RO,11,Espigao D'Oeste,1100098,11027487,3,Municipal,2,1,1,15,1,3,0,0,1,1,0,3,1,1,234,234,0,10,11,30,0,30,204,97,107,0,0,0,0,0,0,8,8,0,234,DIURNO,138,NA,NA,18,"7,666666667",2,0,NA,NA,2019,3,1,MEC,9/24/19 15:59,1,2,0,M,EI,EF_AI,EF_AF,EI_EF_AI_EF_AF_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"3.328,00","3.328,00",0,0,0,"3.328,00",0,"3.328,00","3.328,00",13/10/2021,
Rondonia,RO,11,Espigao D'Oeste,1100098,11027533,3,Municipal,2,1,1,8,0,0,0,0,1,0,1,1,0,1,260,260,0,14,12,40,0,40,220,88,132,0,0,0,0,0,0,4,4,0,260,DIURNO,260,NA,NA,8,"32,5",1,0,NA,NA,2019,4,1,MEC,11/5/19 10:51,1,2,0,M,EI,EF_AI,EF_AF,EI_EF_AI_EF_AF_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"1.800,00","1.528,00","3.328,00",0,0,0,"3.328,00","1.800,00","1.528,00","3.328,00",13/10/2021,
Rondonia,RO,11,Espigao D'Oeste,1100098,11027690,2,Estadual,1,1,1,32,1,3,1,1,1,1,1,3,1,1,597,597,0,18,18,0,0,0,597,0,597,0,0,0,0,0,0,17,17,0,597,DIURNO,314,"65,44",3/7/22 18:03,36,"8,722222222",1,0,"0,208407643",0,2019,2,1,MEC,6/3/19 18:35,0,1,0,G,,,EF_AF,EF_AF_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"3.190,00",702,"3.892,00",0,0,0,"3.892,00","3.190,00",702,"3.892,00",29/09/2021,
Rondonia,RO,11,Espigao D'Oeste,1100098,11027754,2,Estadual,1,1,1,14,1,177,0,0,1,1,1,3,1,1,931,931,0,51,34,0,0,0,185,0,185,746,0,0,0,0,0,43,43,0,931,DIURNO,499,"38,63",3/7/22 16:13,191,"2,612565445",3,1,"0,07741483",0,2019,3,1,MEC,6/3/19 22:23,1,3,1,G,,,EF_AF,EF_AF_EM,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"3.892,00",0,"3.892,00",0,0,0,"3.892,00","3.892,00",0,"3.892,00",26/11/2021,EM
Rondonia,RO,11,Espigao D'Oeste,1100098,11027762,2,Estadual,1,1,1,19,1,4,1,1,1,1,1,3,1,1,633,633,0,18,20,0,0,0,633,0,633,0,0,0,0,0,0,45,45,0,633,DIURNO,349,"36,38",3/7/22 17:07,24,"14,54166667",1,0,"0,104240688",0,2021,4,3,CIEB,NA,1,2,0,G,,,EF_AF,EF_AF_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"2.280,00","1.612,00","3.892,00",0,0,0,"3.892,00","2.280,00","1.612,00","3.892,00",29/09/2021,
Rondonia,RO,11,Espigao D'Oeste,1100098,11027878,2,Estadual,1,1,1,7,1,2,0,0,1,1,1,2,0,1,153,153,0,12,9,0,0,0,153,64,89,0,0,0,0,0,0,9,9,0,153,DIURNO,143,"20,68",9/15/21 12:08,9,"15,88888889",1,0,"0,144615385",0,2019,2,1,MEC,6/3/19 17:22,0,1,0,P,,EF_AI,EF_AF,_EF_AI_EF_AF_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,201,"2.250,00","2.451,00",0,0,0,"2.451,00",201,"2.250,00","2.451,00",29/09/2021,
Rondonia,RO,11,Espigao D'Oeste,1100098,11027886,3,Municipal,2,1,1,2,0,0,0,0,1,1,1,3,1,1,158,158,0,12,9,19,0,19,139,66,73,0,0,0,0,0,0,2,2,0,158,DIURNO,87,NA,NA,2,"43,5",1,0,NA,NA,2019,1,1,MEC,9/18/19 17:14,0,1,0,P,EI,EF_AI,EF_AF,EI_EF_AI_EF_AF_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"2.451,00",0,"2.451,00",0,0,0,"2.451,00","2.451,00",0,"2.451,00",13/10/2021,
Rondonia,RO,11,Espigao D'Oeste,1100098,11028033,2,Estadual,2,1,0,0,0,0,0,0,0,0,0,9,NA,1,9,9,0,2,2,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,9,DIURNO,9,NA,NA,0,NA,1,0,NA,NA,2018,1,1,CIEB,NA,0,0,0,P,,EF_AI,,_EF_AI,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Rondonia,RO,11,Espigao D'Oeste,1100098,11028246,2,Estadual,2,1,0,0,1,5,0,0,0,0,0,9,NA,1,115,115,0,34,10,0,0,0,106,57,49,9,0,0,0,0,0,5,5,0,115,DIURNO,69,NA,NA,5,"13,8",1,0,NA,NA,2021,3,3,CIEB,NA,1,1,0,P,,EF_AI,EF_AF,_EF_AI_EF_AF_EM,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2020,605,"1.846,00","2.451,00",0,0,0,"2.451,00",605,"1.846,00","2.451,00",09/12/2021,EM
Rondonia,RO,11,Espigao D'Oeste,1100098,11028335,3,Municipal,1,1,1,3,1,4,0,0,1,1,1,3,1,1,407,407,0,16,21,47,0,47,360,182,178,0,0,0,0,0,0,12,12,0,407,DIURNO,224,NA,NA,7,32,1,0,NA,NA,2019,2,1,MEC,9/10/19 11:41,0,1,0,M,EI,EF_AI,EF_AF,EI_EF_AI_EF_AF_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"3.328,00","3.328,00",0,0,0,"3.328,00",0,"3.328,00","3.328,00",13/10/2021,
Rondonia,RO,11,Espigao D'Oeste,1100098,11028424,2,Estadual,1,1,1,19,0,0,0,0,1,1,1,3,1,1,406,406,0,22,11,0,0,0,0,0,0,406,0,0,0,0,0,10,10,0,406,DIURNO,406,"22,88",12/15/21 11:33,19,"21,36842105",1,0,"0,05635468",0,2019,3,1,MEC,6/5/19 14:13,1,2,0,M,,,,_EM,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"1.500,00","1.828,00","3.328,00",0,0,0,"3.328,00","1.500,00","1.828,00","3.328,00",29/09/2021,EM
Rondonia,RO,11,Espigao D'Oeste,1100098,11037237,2,Estadual,1,1,1,24,0,0,0,0,1,1,1,2,1,0,348,8,136,18,12,0,0,0,0,0,0,0,0,0,348,134,214,4,4,0,136,NOTURNO,136,"27,79",3/7/22 11:05,24,"5,666666667",2,0,"0,204338235",0,NA,NA,NA,NA,NA,NA,NA,NA,M,,,,,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"2.628,00",700,"3.328,00",0,0,0,"3.328,00","2.628,00",700,"3.328,00",29/09/2021,
Rondonia,RO,11,Espigao D'Oeste,1100098,11038586,3,Municipal,1,1,1,8,1,4,0,0,1,0,1,3,1,1,341,341,0,26,13,0,0,0,341,341,0,0,0,0,0,0,0,17,17,0,341,DIURNO,171,NA,NA,12,"14,25",1,0,NA,NA,2019,2,1,MEC,11/11/19 12:57,0,1,0,M,,EF_AI,,_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"3.328,00","3.328,00",0,0,0,"3.328,00",0,"3.328,00","3.328,00",13/10/2021,
Rondonia,RO,11,Espigao D'Oeste,1100098,11042648,2,Estadual,2,1,0,0,1,7,0,0,0,0,0,9,NA,1,66,66,0,12,9,0,0,0,50,27,23,16,0,0,0,0,0,0,0,0,66,DIURNO,35,NA,NA,7,5,3,1,NA,NA,2021,3,3,CIEB,NA,1,2,0,P,,EF_AI,EF_AF,_EF_AI_EF_AF_EM,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,EM
Rondonia,RO,11,Espigao D'Oeste,1100098,11043865,2,Estadual,2,1,0,0,0,0,0,0,1,0,1,9,1,1,63,63,0,7,10,0,0,0,57,29,28,6,0,0,0,0,0,2,2,0,63,DIURNO,34,NA,NA,0,NA,1,0,NA,NA,2021,3,3,CIEB,NA,1,2,0,P,,EF_AI,EF_AF,_EF_AI_EF_AF_EM,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,EM
Rondonia,RO,11,Espigao D'Oeste,1100098,11044519,3,Municipal,1,1,1,2,0,0,0,0,1,0,1,2,0,1,338,338,0,15,16,338,92,246,0,0,0,0,0,0,0,0,0,13,13,0,338,DIURNO,170,"47,24",3/7/22 15:12,2,85,1,0,"0,277882353",0,2019,1,1,MEC,9/19/19 12:22,0,1,0,M,EI,,,EI_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,157,"3.171,00","3.328,00",0,0,0,"3.328,00",157,"3.171,00","3.328,00",13/10/2021,
Rondonia,RO,11,Espigao D'Oeste,1100098,11044527,3,Municipal,1,1,0,0,0,0,0,0,1,0,1,3,1,1,476,476,0,15,20,94,0,94,382,382,0,0,0,0,0,0,0,26,26,0,476,DIURNO,249,"42,98",3/7/22 18:29,0,NA,1,0,"0,172610442",0,2019,2,1,MEC,5/28/19 17:23,0,1,0,M,EI,EF_AI,,EI_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"2.736,00",592,"3.328,00",0,0,0,"3.328,00","2.736,00",592,"3.328,00",13/10/2021,
Rondonia,RO,11,Espigao D'Oeste,1100098,11046783,3,Municipal,1,1,0,0,0,0,0,0,1,0,1,3,1,1,220,220,0,3,10,220,63,157,0,0,0,0,0,0,0,0,0,7,7,0,220,DIURNO,121,"33,56",3/7/22 16:23,0,NA,1,0,"0,277355372",0,2019,1,1,MEC,10/9/19 10:41,0,1,0,M,EI,,,EI_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"2.428,00",900,"3.328,00",0,0,0,"3.328,00","2.428,00",900,"3.328,00",13/10/2021,
Rondonia,RO,11,Espigao D'Oeste,1100098,11046872,3,Municipal,1,1,0,0,0,0,0,0,1,1,1,3,1,1,372,372,0,10,14,0,0,0,372,372,0,0,0,0,0,0,0,12,12,0,372,DIURNO,190,"38,07",2/7/22 11:21,0,NA,1,0,"0,200368421",0,2019,2,1,MEC,9/19/19 17:49,0,1,0,M,,EF_AI,,_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"3.328,00",0,"3.328,00",0,0,0,"3.328,00","3.328,00",0,"3.328,00",13/10/2021,
Rondonia,RO,11,Espigao D'Oeste,1100098,11047607,2,Estadual,2,1,0,0,0,0,0,0,0,0,0,9,NA,1,5,5,0,3,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,DIURNO,5,NA,NA,0,NA,1,0,NA,NA,2021,3,3,CIEB,NA,1,1,0,P,,EF_AI,,_EF_AI,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Rondonia,RO,11,Espigao D'Oeste,1100098,11049987,2,Estadual,2,1,0,0,0,0,0,0,0,0,0,9,NA,1,5,5,0,8,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,DIURNO,5,NA,NA,0,NA,1,0,NA,NA,2018,1,1,CIEB,NA,0,0,0,P,,EF_AI,,_EF_AI,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Rondonia,RO,11,Espigao D'Oeste,1100098,11106816,2,Estadual,1,1,1,16,1,3,0,0,1,1,1,1,1,1,344,344,0,10,14,0,0,0,344,344,0,0,0,0,0,0,0,12,12,0,344,DIURNO,172,"13,03",3/3/22 10:22,19,"9,052631579",1,0,"0,075755814",0,2018,1,1,CIEB,NA,0,1,0,M,,EF_AI,,_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"3.327,00",1,"3.328,00",0,0,0,"3.328,00","3.327,00",1,"3.328,00",12/11/2021,
Paraiba,PB,25,Baia da Traicao,2501401,25085859,3,Municipal,2,1,0,0,1,1,0,0,1,0,0,2,1,1,136,109,27,4,9,31,11,20,78,78,0,0,0,0,27,27,0,0,0,0,109,DIURNO,58,NA,NA,1,58,1,0,NA,NA,2019,2,1,MEC,5/30/19 12:15,0,1,0,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"2.451,00",0,"2.451,00",0,0,0,"2.451,00","2.451,00",0,"2.451,00",16/12/2021,
Paraiba,PB,25,Baia da Traicao,2501401,25085875,2,Estadual,1,1,1,1,1,1,0,0,1,1,1,3,1,1,422,196,226,6,14,0,0,0,66,0,66,130,50,50,226,84,142,7,7,0,226,NOTURNO,226,"50,85",3/11/21 6:09,2,113,1,0,"0,225",0,2018,2,1,CIEB,NA,0,1,0,M,,,EF_AF,EF_AF_EM,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"2.401,00",927,"3.328,00",0,0,0,"3.328,00",0,0,0,,EM
